variant,experiment_id,episode_id,benchmark_episode_id,success,outcome,minimum_tcp_distance_m,control_ticks,simulation_steps,decision_rows,scene_fingerprint,intervention_count,baseline_success,paired_category_vs_baseline,paired_category_vs_other_controller
baseline,EXP-008,000199,199,False,FAILURE,0.04736027866601944,350,1400,35,135fa4fd71a33e24eda0a0413cb1de80abb0d9cf2aaff4d8530661fcc957233f,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000199,199,False,FAILURE,0.04671173170208931,350,1400,35,135fa4fd71a33e24eda0a0413cb1de80abb0d9cf2aaff4d8530661fcc957233f,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000199,199,False,FAILURE,0.04662012681365013,350,1400,35,135fa4fd71a33e24eda0a0413cb1de80abb0d9cf2aaff4d8530661fcc957233f,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000200,200,False,FAILURE,0.03441006317734718,350,1400,35,2d1c68fe855b8e5da19f97cdb0d8a86302b9f8ec2e1e3139533356569ea7de6d,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000200,200,True,SUCCESS,0.029771890491247177,122,487,13,2d1c68fe855b8e5da19f97cdb0d8a86302b9f8ec2e1e3139533356569ea7de6d,0,False,F_TO_S_RESCUE,BOTH_SUCCEED
q95_symmetric,EXP-010,000200,200,True,SUCCESS,0.029824452474713326,123,490,13,2d1c68fe855b8e5da19f97cdb0d8a86302b9f8ec2e1e3139533356569ea7de6d,0,False,F_TO_S_RESCUE,BOTH_SUCCEED
baseline,EXP-008,000201,201,True,SUCCESS,0.029279585927724838,188,750,19,11d8c42f58f5f6e819c0ef97eb117f8bc0b538aae83c63aca12a349fbc19ad3e,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000201,201,True,SUCCESS,0.029423341155052185,188,749,19,11d8c42f58f5f6e819c0ef97eb117f8bc0b538aae83c63aca12a349fbc19ad3e,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000201,201,True,SUCCESS,0.02949514612555504,188,752,19,11d8c42f58f5f6e819c0ef97eb117f8bc0b538aae83c63aca12a349fbc19ad3e,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000202,202,True,SUCCESS,0.029918456450104713,121,483,13,61c6472d56d7b7464969c5f5a1b343d68202491507bc3194380819b9867fa32c,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000202,202,True,SUCCESS,0.029842564836144447,121,482,13,61c6472d56d7b7464969c5f5a1b343d68202491507bc3194380819b9867fa32c,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000202,202,True,SUCCESS,0.029813669621944427,121,482,13,61c6472d56d7b7464969c5f5a1b343d68202491507bc3194380819b9867fa32c,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000203,203,False,FAILURE,0.16315560042858124,350,1400,35,e239fef319ab37e741adfa4a30de067fb194ec1cea076b2c6a480dff8bdadd5f,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000203,203,False,FAILURE,0.16467174887657166,350,1400,35,e239fef319ab37e741adfa4a30de067fb194ec1cea076b2c6a480dff8bdadd5f,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000203,203,False,FAILURE,0.16450658440589905,350,1400,35,e239fef319ab37e741adfa4a30de067fb194ec1cea076b2c6a480dff8bdadd5f,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000204,204,False,FAILURE,0.14799964427947998,350,1400,35,60a7cf4e7c14660755e9bcf85bbf5b430ba3cc732849d2ff9f35031ae7a20335,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000204,204,False,FAILURE,0.14273381233215332,350,1400,35,60a7cf4e7c14660755e9bcf85bbf5b430ba3cc732849d2ff9f35031ae7a20335,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000204,204,False,FAILURE,0.12351413816213608,350,1400,35,60a7cf4e7c14660755e9bcf85bbf5b430ba3cc732849d2ff9f35031ae7a20335,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000205,205,False,FAILURE,0.0377359613776207,350,1400,35,46f54f6952d10e98557f02d341f3499f54b897088e28b18d0277264aa3fe76fb,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000205,205,False,FAILURE,0.04412698373198509,350,1400,35,46f54f6952d10e98557f02d341f3499f54b897088e28b18d0277264aa3fe76fb,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000205,205,False,FAILURE,0.0792311280965805,350,1400,35,46f54f6952d10e98557f02d341f3499f54b897088e28b18d0277264aa3fe76fb,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000206,206,True,SUCCESS,0.0293719582259655,187,745,19,4b516322f1f596bd90a40ea73746ba05d16648eb4bc6320fe4cba1ae79acc47a,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000206,206,True,SUCCESS,0.029697522521018982,187,746,19,4b516322f1f596bd90a40ea73746ba05d16648eb4bc6320fe4cba1ae79acc47a,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000206,206,True,SUCCESS,0.029390733689069748,187,745,19,4b516322f1f596bd90a40ea73746ba05d16648eb4bc6320fe4cba1ae79acc47a,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000207,207,True,SUCCESS,0.029711775481700897,212,847,22,5d79d151f5124cd8c24cba72566d4d98f6075f92de607b64e86a8834d8fd277b,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000207,207,True,SUCCESS,0.029370883479714394,211,843,22,5d79d151f5124cd8c24cba72566d4d98f6075f92de607b64e86a8834d8fd277b,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000207,207,True,SUCCESS,0.02952640689909458,213,850,22,5d79d151f5124cd8c24cba72566d4d98f6075f92de607b64e86a8834d8fd277b,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000208,208,False,FAILURE,0.29589855670928955,350,1400,35,7c3d1c13ea77ebff324d42247316f5375497deb8ac87f6d998de82852fc84ca0,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000208,208,False,FAILURE,0.1410589963197708,350,1400,35,7c3d1c13ea77ebff324d42247316f5375497deb8ac87f6d998de82852fc84ca0,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000208,208,False,FAILURE,0.15488263964653015,350,1400,35,7c3d1c13ea77ebff324d42247316f5375497deb8ac87f6d998de82852fc84ca0,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000209,209,False,FAILURE,0.29421353340148926,350,1400,35,83b1545e6f591b09aa08c9c17f238b9abf8191aa67b031deaee52bcbe039d74a,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000209,209,False,FAILURE,0.2759891450405121,350,1400,35,83b1545e6f591b09aa08c9c17f238b9abf8191aa67b031deaee52bcbe039d74a,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000209,209,False,FAILURE,0.3161708414554596,350,1400,35,83b1545e6f591b09aa08c9c17f238b9abf8191aa67b031deaee52bcbe039d74a,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000210,210,False,FAILURE,0.2879122197628021,350,1400,35,a5406d19ca74523fc302c2a758b91e9fc6222dafd28c8e1c6c70a1cff8d098e3,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000210,210,False,FAILURE,0.28729093074798584,350,1400,35,a5406d19ca74523fc302c2a758b91e9fc6222dafd28c8e1c6c70a1cff8d098e3,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000210,210,False,FAILURE,0.2872397303581238,350,1400,35,a5406d19ca74523fc302c2a758b91e9fc6222dafd28c8e1c6c70a1cff8d098e3,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000211,211,False,FAILURE,0.038016848266124725,350,1400,35,49880e1a7fc8064d3e5099fa034a666d85ae92944a14443de9a569c1a7ea8b8d,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000211,211,False,FAILURE,0.039233796298503876,350,1400,35,49880e1a7fc8064d3e5099fa034a666d85ae92944a14443de9a569c1a7ea8b8d,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000211,211,False,FAILURE,0.03793542832136154,350,1400,35,49880e1a7fc8064d3e5099fa034a666d85ae92944a14443de9a569c1a7ea8b8d,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000212,212,False,FAILURE,0.36908820271492004,350,1400,35,f0400caf0c11ceb6ab482cb70a01dd5b701408ddc0463227657e338f1054e6e0,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000212,212,False,FAILURE,0.369264155626297,350,1400,35,f0400caf0c11ceb6ab482cb70a01dd5b701408ddc0463227657e338f1054e6e0,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000212,212,False,FAILURE,0.06455274671316147,350,1400,35,f0400caf0c11ceb6ab482cb70a01dd5b701408ddc0463227657e338f1054e6e0,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000213,213,True,SUCCESS,0.0297196414321661,76,302,8,9140c2029d480f464bb9c3d1808c9c1becbc8b82a2ef664cda9b75ce3ebb250d,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000213,213,True,SUCCESS,0.029773758724331856,74,294,8,9140c2029d480f464bb9c3d1808c9c1becbc8b82a2ef664cda9b75ce3ebb250d,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000213,213,True,SUCCESS,0.029576515778899193,71,284,8,9140c2029d480f464bb9c3d1808c9c1becbc8b82a2ef664cda9b75ce3ebb250d,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000214,214,True,SUCCESS,0.029667316004633904,143,572,15,e014e57cb609a7d2ad5d1c066803381350bf77e9c65c24239fff63ed993c6a4d,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000214,214,True,SUCCESS,0.029738469049334526,143,572,15,e014e57cb609a7d2ad5d1c066803381350bf77e9c65c24239fff63ed993c6a4d,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000214,214,True,SUCCESS,0.029905784875154495,144,573,15,e014e57cb609a7d2ad5d1c066803381350bf77e9c65c24239fff63ed993c6a4d,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000215,215,True,SUCCESS,0.029753459617495537,129,514,13,e72c8e6dc4ac97578313781912fe51a19dd3900ffe04fd82ac76cc91eacb0c87,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000215,215,True,SUCCESS,0.0296324510127306,129,516,13,e72c8e6dc4ac97578313781912fe51a19dd3900ffe04fd82ac76cc91eacb0c87,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000215,215,True,SUCCESS,0.029771922156214714,128,511,13,e72c8e6dc4ac97578313781912fe51a19dd3900ffe04fd82ac76cc91eacb0c87,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000216,216,True,SUCCESS,0.029853204265236855,185,738,19,d9bda31368cf80fce1daf5e52c13cddb63450a49f4d0c7cc7b7dd7a3a4fd4f4e,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000216,216,True,SUCCESS,0.0298971738666296,185,739,19,d9bda31368cf80fce1daf5e52c13cddb63450a49f4d0c7cc7b7dd7a3a4fd4f4e,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000216,216,True,SUCCESS,0.029185937717556953,183,732,19,d9bda31368cf80fce1daf5e52c13cddb63450a49f4d0c7cc7b7dd7a3a4fd4f4e,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000217,217,True,SUCCESS,0.02981477975845337,163,649,17,10d23db2cb64536e0c9988f3c15e5cc8d3bb96ff0c7563b4d5f23a4dfed0ee0c,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000217,217,True,SUCCESS,0.029631268233060837,164,653,17,10d23db2cb64536e0c9988f3c15e5cc8d3bb96ff0c7563b4d5f23a4dfed0ee0c,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000217,217,True,SUCCESS,0.029896270483732224,163,652,17,10d23db2cb64536e0c9988f3c15e5cc8d3bb96ff0c7563b4d5f23a4dfed0ee0c,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000218,218,True,SUCCESS,0.02995302900671959,124,496,13,a8064d0b91d07138e23017e3b274f961b4a41d74abc76500a7fd31468bebf093,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000218,218,True,SUCCESS,0.029729973524808884,125,497,13,a8064d0b91d07138e23017e3b274f961b4a41d74abc76500a7fd31468bebf093,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000218,218,True,SUCCESS,0.02985028550028801,125,498,13,a8064d0b91d07138e23017e3b274f961b4a41d74abc76500a7fd31468bebf093,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000219,219,False,FAILURE,0.3877761960029602,350,1400,35,aa5ff6886f877d108a9982262b9c8c783d77d045931f209223952821e95717f7,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000219,219,False,FAILURE,0.3873056173324585,350,1400,35,aa5ff6886f877d108a9982262b9c8c783d77d045931f209223952821e95717f7,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000219,219,False,FAILURE,0.3877752721309662,350,1400,35,aa5ff6886f877d108a9982262b9c8c783d77d045931f209223952821e95717f7,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000220,220,True,SUCCESS,0.029174277558922768,179,715,18,cd31b32eeb14087174cb907d08ba0c55692b07c9dbb254fb930d29ce59b19743,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000220,220,True,SUCCESS,0.029660377651453018,180,717,18,cd31b32eeb14087174cb907d08ba0c55692b07c9dbb254fb930d29ce59b19743,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000220,220,True,SUCCESS,0.029798781499266624,180,718,18,cd31b32eeb14087174cb907d08ba0c55692b07c9dbb254fb930d29ce59b19743,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000221,221,True,SUCCESS,0.029894929379224777,126,502,13,39cfd1497d4e76a5a770668d5a0f47250a6ef12bf3e2741f59a11d29f265cb08,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000221,221,True,SUCCESS,0.029698064550757408,123,491,13,39cfd1497d4e76a5a770668d5a0f47250a6ef12bf3e2741f59a11d29f265cb08,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000221,221,True,SUCCESS,0.02977931685745716,126,502,13,39cfd1497d4e76a5a770668d5a0f47250a6ef12bf3e2741f59a11d29f265cb08,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000222,222,False,FAILURE,0.03368068486452103,350,1400,35,0f8606706420c61326e8c071a9650702a0c4da9c0c9b38c8d09281340a65bd5a,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000222,222,False,FAILURE,0.03182201832532883,350,1400,35,0f8606706420c61326e8c071a9650702a0c4da9c0c9b38c8d09281340a65bd5a,0,False,F_TO_F,Q95_ONLY_SUCCEEDS
q95_symmetric,EXP-010,000222,222,True,SUCCESS,0.029830802232027054,193,771,20,0f8606706420c61326e8c071a9650702a0c4da9c0c9b38c8d09281340a65bd5a,0,False,F_TO_S_RESCUE,Q95_ONLY_SUCCEEDS
baseline,EXP-008,000223,223,False,FAILURE,0.16374626755714417,350,1400,35,3ed4c058114ebf59bebf5891d09c0e131d28cfbe5017df7dda4404979ccaa366,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000223,223,False,FAILURE,0.16452744603157043,350,1400,35,3ed4c058114ebf59bebf5891d09c0e131d28cfbe5017df7dda4404979ccaa366,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000223,223,False,FAILURE,0.16260938346385956,350,1400,35,3ed4c058114ebf59bebf5891d09c0e131d28cfbe5017df7dda4404979ccaa366,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000224,224,False,FAILURE,0.06433258205652237,350,1400,35,29e49dd66f8b0dc616c5a6b7e1ff9848d63c4b2c210a3781050db30cad441735,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000224,224,False,FAILURE,0.07078802585601807,350,1400,35,29e49dd66f8b0dc616c5a6b7e1ff9848d63c4b2c210a3781050db30cad441735,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000224,224,False,FAILURE,0.04270447418093681,350,1400,35,29e49dd66f8b0dc616c5a6b7e1ff9848d63c4b2c210a3781050db30cad441735,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000225,225,False,FAILURE,0.15896087884902954,350,1400,35,a9a49dc7408b065e160b84c6ee01dc7f330ba5d91ac3b433272ad339ba9477fb,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000225,225,False,FAILURE,0.11729545146226883,350,1400,35,a9a49dc7408b065e160b84c6ee01dc7f330ba5d91ac3b433272ad339ba9477fb,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000225,225,False,FAILURE,0.14303313195705414,350,1400,35,a9a49dc7408b065e160b84c6ee01dc7f330ba5d91ac3b433272ad339ba9477fb,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000226,226,True,SUCCESS,0.029403259977698326,202,805,21,fa634b26a61a90afdad483ac55781d988128891a5639fbad708e5adf555f4535,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000226,226,True,SUCCESS,0.029632776975631714,202,805,21,fa634b26a61a90afdad483ac55781d988128891a5639fbad708e5adf555f4535,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000226,226,True,SUCCESS,0.029546339064836502,200,798,20,fa634b26a61a90afdad483ac55781d988128891a5639fbad708e5adf555f4535,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000227,227,False,FAILURE,0.08405359834432602,350,1400,35,163cd5edb1779cc1c13380a6237ce7c7a27d089815277f2005819736ad21b7ac,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000227,227,False,FAILURE,0.30614766478538513,350,1400,35,163cd5edb1779cc1c13380a6237ce7c7a27d089815277f2005819736ad21b7ac,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000227,227,False,FAILURE,0.30526408553123474,350,1400,35,163cd5edb1779cc1c13380a6237ce7c7a27d089815277f2005819736ad21b7ac,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000228,228,False,FAILURE,0.2920282185077667,350,1400,35,891e0b8ca82086682805538e8b015dc390a170794aff14993d7af32986ac9cdf,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000228,228,False,FAILURE,0.29424288868904114,350,1400,35,891e0b8ca82086682805538e8b015dc390a170794aff14993d7af32986ac9cdf,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000228,228,False,FAILURE,0.1176220178604126,350,1400,35,891e0b8ca82086682805538e8b015dc390a170794aff14993d7af32986ac9cdf,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000229,229,False,FAILURE,0.21647320687770844,350,1400,35,fa7c3e956dbe524d32097a68ea3f9dc4d3b3f5d8231f28b75d4e034d750a6c27,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000229,229,False,FAILURE,0.21659448742866516,350,1400,35,fa7c3e956dbe524d32097a68ea3f9dc4d3b3f5d8231f28b75d4e034d750a6c27,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000229,229,False,FAILURE,0.21360939741134644,350,1400,35,fa7c3e956dbe524d32097a68ea3f9dc4d3b3f5d8231f28b75d4e034d750a6c27,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000230,230,True,SUCCESS,0.029437361285090446,186,744,19,dc148ef0506433ff1eaff90c3ee1c5844b0b2a3ac371bb6f89aaacf169d0f007,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000230,230,True,SUCCESS,0.029387807473540306,187,745,19,dc148ef0506433ff1eaff90c3ee1c5844b0b2a3ac371bb6f89aaacf169d0f007,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000230,230,True,SUCCESS,0.029726708307862282,186,744,19,dc148ef0506433ff1eaff90c3ee1c5844b0b2a3ac371bb6f89aaacf169d0f007,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000231,231,True,SUCCESS,0.029597414657473564,166,662,17,6524548e7ebc481ea3da0feccf621b6018b336d350429d95614f2180e34b07c7,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000231,231,True,SUCCESS,0.029556959867477417,162,647,17,6524548e7ebc481ea3da0feccf621b6018b336d350429d95614f2180e34b07c7,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000231,231,True,SUCCESS,0.0299850981682539,162,645,17,6524548e7ebc481ea3da0feccf621b6018b336d350429d95614f2180e34b07c7,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000232,232,True,SUCCESS,0.0299436766654253,174,693,18,2512ccc6089468dbf644bee916fd216608e459b62cb01557a54d7810ed8c6214,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000232,232,True,SUCCESS,0.029629187658429146,175,698,18,2512ccc6089468dbf644bee916fd216608e459b62cb01557a54d7810ed8c6214,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000232,232,True,SUCCESS,0.02991613931953907,174,695,18,2512ccc6089468dbf644bee916fd216608e459b62cb01557a54d7810ed8c6214,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000233,233,False,FAILURE,0.29058292508125305,350,1400,35,b5172b4d6eb7c50903938f841bb54d528325fd0ffe61f8f7570eec03780b5511,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000233,233,False,FAILURE,0.29189997911453247,350,1400,35,b5172b4d6eb7c50903938f841bb54d528325fd0ffe61f8f7570eec03780b5511,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000233,233,False,FAILURE,0.29402396082878113,350,1400,35,b5172b4d6eb7c50903938f841bb54d528325fd0ffe61f8f7570eec03780b5511,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000234,234,False,FAILURE,0.30586838722229004,350,1400,35,88ba6433d63f630365b81b5a9d4fc55723ce40d49ae46f67d1d7169b8b5991c4,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000234,234,False,FAILURE,0.3160229027271271,350,1400,35,88ba6433d63f630365b81b5a9d4fc55723ce40d49ae46f67d1d7169b8b5991c4,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000234,234,False,FAILURE,0.30687108635902405,350,1400,35,88ba6433d63f630365b81b5a9d4fc55723ce40d49ae46f67d1d7169b8b5991c4,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000235,235,True,SUCCESS,0.029227441176772118,207,826,21,0474f1399946b582792cffbb8d37bd83122a4e4001b3e350a6b019c121b76eeb,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000235,235,True,SUCCESS,0.029334062710404396,206,821,21,0474f1399946b582792cffbb8d37bd83122a4e4001b3e350a6b019c121b76eeb,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000235,235,True,SUCCESS,0.029363876208662987,207,826,21,0474f1399946b582792cffbb8d37bd83122a4e4001b3e350a6b019c121b76eeb,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000236,236,True,SUCCESS,0.029381992295384407,162,648,17,0d52ae618f7e4066ded40d26d89e26358c24ee865aa0f9218fa4e69c020f2878,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000236,236,True,SUCCESS,0.029360134154558182,162,646,17,0d52ae618f7e4066ded40d26d89e26358c24ee865aa0f9218fa4e69c020f2878,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000236,236,True,SUCCESS,0.02980463206768036,162,646,17,0d52ae618f7e4066ded40d26d89e26358c24ee865aa0f9218fa4e69c020f2878,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000237,237,False,FAILURE,0.22234570980072021,350,1400,35,b43a87c37919eae08306b307160974ae048b2c493e0a977670b1cf7e283812cd,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000237,237,False,FAILURE,0.22274331748485565,350,1400,35,b43a87c37919eae08306b307160974ae048b2c493e0a977670b1cf7e283812cd,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000237,237,False,FAILURE,0.2153511494398117,350,1400,35,b43a87c37919eae08306b307160974ae048b2c493e0a977670b1cf7e283812cd,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000238,238,False,FAILURE,0.3507423400878906,350,1400,35,3f5ce14bd0a51448ec1ee65b639f07180163d1a43943033cf3ee4cfa7e4ff663,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000238,238,False,FAILURE,0.3445923626422882,350,1400,35,3f5ce14bd0a51448ec1ee65b639f07180163d1a43943033cf3ee4cfa7e4ff663,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000238,238,False,FAILURE,0.34914126992225647,350,1400,35,3f5ce14bd0a51448ec1ee65b639f07180163d1a43943033cf3ee4cfa7e4ff663,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000239,239,True,SUCCESS,0.029957041144371033,164,655,17,e00caa49c0d96cc2f3d01c57c9d5bc72840ce5bf972be39e8b2159f43233e5bb,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000239,239,True,SUCCESS,0.02988109551370144,167,665,17,e00caa49c0d96cc2f3d01c57c9d5bc72840ce5bf972be39e8b2159f43233e5bb,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000239,239,True,SUCCESS,0.029655728489160538,165,659,17,e00caa49c0d96cc2f3d01c57c9d5bc72840ce5bf972be39e8b2159f43233e5bb,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000240,240,True,SUCCESS,0.029861237853765488,140,558,14,01087f154e5d5a4c8968019d74177452cee4470be8bfd8ba0d413d324ffd50b5,0,True,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000240,240,True,SUCCESS,0.029685022309422493,139,556,14,01087f154e5d5a4c8968019d74177452cee4470be8bfd8ba0d413d324ffd50b5,0,True,S_TO_S,BOTH_SUCCEED
q95_symmetric,EXP-010,000240,240,True,SUCCESS,0.029833346605300903,140,557,14,01087f154e5d5a4c8968019d74177452cee4470be8bfd8ba0d413d324ffd50b5,0,True,S_TO_S,BOTH_SUCCEED
baseline,EXP-008,000241,241,False,FAILURE,0.0498865507543087,350,1400,35,52bfa095e0baf66ee74df2e924fcd6305f855cb308d9a9c07cb34d706e6dc4a0,0,False,BASELINE_IDENTITY,N/A
c090_primary,EXP-009,000241,241,False,FAILURE,0.03048699162900448,350,1400,35,52bfa095e0baf66ee74df2e924fcd6305f855cb308d9a9c07cb34d706e6dc4a0,0,False,F_TO_F,BOTH_FAIL
q95_symmetric,EXP-010,000241,241,False,FAILURE,0.04012862965464592,350,1400,35,52bfa095e0baf66ee74df2e924fcd6305f855cb308d9a9c07cb34d706e6dc4a0,0,False,F_TO_F,BOTH_FAIL
baseline,EXP-008,000242,242,True,SUCCESS,0.02956964075565338,156,621,16,636a39cd1bce93dbe8bf85bf447de5434e372384fb57e70407f6ec0d07d9213f,0,True,BASELINE_IDENTITY,N/A
